All calculations,Synchronous Generator 1,Synchronous Generator 2,Synchronous Generator 3
"Time in s","Reactive Power in Mvar","Reactive Power in Mvar","Reactive Power in Mvar"
5.3326,0.3195,0.3195,0.3195
5.3426,0.3195,0.3195,0.3195
5.3526,0.3195,0.3195,0.3195
5.3626,0.3195,0.3195,0.3195
5.3726,0.3195,0.3195,0.3195
5.3826,0.3195,0.3195,0.3195
5.3926,0.3195,0.3195,0.3195
5.4026,0.3195,0.3195,0.3195
5.4126,0.3195,0.3195,0.3195
5.4226,0.3195,0.3195,0.3195
5.4326,0.3195,0.3195,0.3195
5.4426,0.3195,0.3195,0.3195
5.4526,0.3194,0.3194,0.3194
5.4626,0.3194,0.3194,0.3194
5.4726,0.3194,0.3194,0.3194
5.4826,0.3194,0.3194,0.3194
5.4926,0.3194,0.3194,0.3194
5.5026,0.3194,0.3194,0.3194
5.5126,0.3194,0.3194,0.3194
5.5226,0.3194,0.3194,0.3194
5.5326,0.3194,0.3194,0.3194
5.5426,0.3194,0.3194,0.3194
5.5526,0.3194,0.3194,0.3194
5.5626,0.3194,0.3194,0.3194
5.5726,0.3194,0.3194,0.3194
5.5826,0.3194,0.3194,0.3194
5.5926,0.3194,0.3194,0.3194
5.6026,0.3194,0.3194,0.3194
5.6126,0.3194,0.3194,0.3194
5.6226,0.3194,0.3194,0.3194
5.6326,0.3194,0.3194,0.3194
5.6426,0.3194,0.3194,0.3194
5.6526,0.3194,0.3194,0.3194
5.6626,0.3194,0.3194,0.3194
5.6726,0.3194,0.3194,0.3194
5.6826,0.3194,0.3194,0.3194
5.6926,0.3194,0.3194,0.3194
5.7026,0.3194,0.3194,0.3194
5.7126,0.3194,0.3194,0.3194
5.7226,0.3194,0.3194,0.3194
5.7326,0.3194,0.3194,0.3194
5.7426,0.3194,0.3194,0.3194
5.7526,0.3194,0.3194,0.3194
5.7626,0.3194,0.3194,0.3194
5.7726,0.3194,0.3194,0.3194
5.7826,0.3194,0.3194,0.3194
5.7926,0.3194,0.3194,0.3194
5.8026,0.3194,0.3194,0.3194
5.8126,0.3194,0.3194,0.3194
5.8226,0.3194,0.3194,0.3194
5.8326,0.3194,0.3194,0.3194
5.8426,0.3194,0.3194,0.3194
5.8526,0.3194,0.3194,0.3194
5.8626,0.3194,0.3194,0.3194
5.8726,0.3194,0.3194,0.3194
5.8826,0.3194,0.3194,0.3194
5.8926,0.3194,0.3194,0.3194
5.9026,0.3194,0.3194,0.3194
5.9126,0.3194,0.3194,0.3194
5.9226,0.3194,0.3194,0.3194
5.9326,0.3194,0.3194,0.3194
5.9426,0.3194,0.3194,0.3194
5.9526,0.3194,0.3194,0.3194
5.9626,0.3194,0.3194,0.3194
5.9726,0.3194,0.3194,0.3194
5.9826,0.3194,0.3194,0.3194
5.9926,0.3194,0.3194,0.3194
6.0026,0.3194,0.3194,0.3194
6.0126,0.3194,0.3194,0.3194
6.0226,0.3194,0.3194,0.3194
6.0326,0.3194,0.3194,0.3194
6.0426,0.3194,0.3194,0.3194
6.0526,0.3194,0.3194,0.3194
